CASEID,STORE,Week,Season,BRAND,MOVE,logmove,UNIT PRICE,logprice,Feat,D1,D2,D3,X,D1X,D2X,D3X,D12,D12X,AGE9,AGE60,ETHNIC,EDUC,NOCAR,INCOME,HHLARGE,POVERTY,SINGLE
1840,81,129,Spring,HH,284,5.648974238,1.58,0.457424847,0,1,0,0,0.457424847,0.457424847,0,0,1,0.457424847,0.116792163,0.181118938,0.073961623,0.234201612,0.033180662,10.71993585,0.088337065,0.031450382,0.275213259
1841,129,127,Winter,HH,629,6.444131257,1,0,0,1,0,0,0,0,0,0,1,0,0.172501467,0.103412869,0.034128692,0.307842548,0.024509101,10.99986401,0.122080527,0.029529817,0.203080691
1842,59,208,Fall,HH,108,4.682131227,1.55,0.438254931,0,1,0,0,0.438254931,0.438254931,0,0,1,0.438254931,0.172145374,0.110818913,0.024246568,0.233036093,0.031318168,10.7150398,0.140676118,0.038323726,0.213364348
1843,12,61,Fall,HH,375,5.926926026,1.29,0.254642218,1,1,0,0,0.254642218,0.254642218,0,0,1,0.254642218,0.10569674,0.178341405,0.380697988,0.253412969,0.483517598,9.996659083,0.057212416,0.168864097,0.451637338
1844,92,297,Spring,HH,37,3.610917913,1.61,0.476234179,0,1,0,0,0.476234179,0.476234179,0,0,1,0.476234179,0.14848956,0.137827632,0.375388716,0.27012665,0.027058241,10.65780038,0.15049505,0.034312108,0.257692308
1845,8,241,Spring,HH,82,4.406719247,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.123155416,0.252394035,0.035243328,0.095173274,0.075112724,10.59700966,0.131749698,0.05135254,0.250372149
1846,49,119,Winter,HH,62,4.127134385,1.58,0.457424847,0,1,0,0,0.457424847,0.457424847,0,0,1,0.457424847,0.134877735,0.187473187,0.038352638,0.319949969,0.054382022,10.80675383,0.10247191,0.028320971,0.237270004
1847,86,253,Summer,HH,50,3.912023005,1.34,0.292669614,1,1,0,0,0.292669614,0.292669614,0,0,1,0.292669614,0.141758513,0.138756374,0.427866425,0.096763919,0.353421218,10.08897077,0.118656482,0.15266297,0.384547713
1848,123,269,Fall,HH,124,4.820281566,1.52,0.418710335,1,1,0,0,0.418710335,0.418710335,0,0,1,0.418710335,0.138477591,0.176040942,0.204809699,0.153191489,0.241944444,10.33410045,0.145040289,0.087524312,0.316291161
1849,51,349,Spring,HH,108,4.682131227,1.62,0.482426149,0,1,0,0,0.482426149,0.482426149,0,0,1,0.482426149,0.132472108,0.176159718,0.025425719,0.171916711,0.025436409,10.62083942,0.130340815,0.039401496,0.256408378
1850,132,181,Spring,HH,504,6.222576268,1.61,0.476234179,1,1,0,0,0.476234179,0.476234179,0,0,1,0.476234179,0.146748237,0.139617348,0.273974204,0.264528441,0.032773961,10.61915425,0.129984231,0.041450777,0.25541913
1851,67,65,Winter,HH,204,5.318119994,1.89,0.636576829,0,1,0,0,0.636576829,0.636576829,0,0,1,0.636576829,0.118820051,0.210272984,0.050539779,0.284394654,0.045029137,10.79695991,0.101871469,0.034080876,0.252884133
1852,8,60,Fall,HH,559,6.326149473,1.59,0.463734016,0,1,0,0,0.463734016,0.463734016,0,0,1,0.463734016,0.123155416,0.252394035,0.035243328,0.095173274,0.075112724,10.59700966,0.131749698,0.05135254,0.250372149
1853,80,195,Summer,HH,69,4.234106505,1.62,0.482426149,0,1,0,0,0.482426149,0.482426149,0,0,1,0.482426149,0.138604057,0.152691263,0.041910238,0.304465687,0.030874641,10.90950929,0.099890045,0.023853832,0.253846154
1854,59,348,Spring,HH,84,4.430816799,1.69,0.524728529,0,1,0,0,0.524728529,0.524728529,0,0,1,0.524728529,0.172145374,0.110818913,0.024246568,0.233036093,0.031318168,10.7150398,0.140676118,0.038323726,0.213364348
1855,100,235,Spring,HH,572,6.349138991,1.15,0.139761942,0,1,0,0,0.139761942,0.139761942,0,0,1,0.139761942,0.184360976,0.136995144,0.564086801,0.049550286,0.365650445,10.0365751,0.216354344,0.166714002,0.360772697
1856,116,163,Fall,HH,73,4.290459441,1.85,0.615185639,0,1,0,0,0.615185639,0.615185639,0,0,1,0.615185639,0.139877224,0.18817339,0.033137058,0.259224748,0.060981912,10.69711335,0.117657192,0.036188179,0.248022555
1857,89,306,Summer,HH,43,3.761200116,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.152115498,0.205811359,0.353053696,0.053349435,0.284282634,10.30811898,0.158335448,0.109616849,0.307044054
1858,112,294,Spring,HH,23,3.135494216,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.16361186,0.08972372,0.069710243,0.329898517,0.013948884,10.88265918,0.096660967,0.019981998,0.250960531
1859,62,292,Spring,HH,59,4.077537444,1.89,0.636576829,1,1,0,0,0.636576829,0.636576829,0,0,1,0.636576829,0.133509324,0.222534262,0.026510896,0.517760337,0.026528434,11.23619652,0.103979265,0.019975602,0.206418161
1860,93,114,Fall,HH,77,4.343805422,1.58,0.457424847,0,1,0,0,0.457424847,0.457424847,0,0,1,0.457424847,0.112512768,0.142390194,0.347395301,0.363016383,0.238512583,10.36719012,0.072001002,0.078126956,0.451428571
1861,73,142,Summer,HH,2109,7.65396918,1.69,0.524728529,1,1,0,0,0.524728529,0.524728529,0,0,1,0.524728529,0.124465022,0.257450782,0.109213291,0.07305396,0.133319044,10.61496569,0.135340763,0.062145077,0.264121264
1862,114,106,Fall,HH,575,6.354370041,1.59,0.463734016,0,1,0,0,0.463734016,0.463734016,0,0,1,0.463734016,0.14681976,0.182173295,0.441169508,0.094424515,0.085277045,10.34794899,0.111967075,0.082858349,0.289701733
1863,106,111,Fall,HH,58,4.060443011,1.58,0.457424847,0,1,0,0,0.457424847,0.457424847,0,0,1,0.457424847,0.187403158,0.109887349,0.19058587,0.157939308,0.058229718,10.50684678,0.146638759,0.059091469,0.241658587
1864,40,386,Winter,HH,35,3.555348061,2.15,0.765467842,0,1,0,0,0.765467842,0.765467842,0,0,1,0.765467842,0.133684648,0.1818518,0.044053067,0.072128605,0.046329569,10.55025042,0.126812989,0.055184805,0.266478451
1865,119,376,Winter,HH,44,3.784189634,2.09,0.737164066,0,1,0,0,0.737164066,0.737164066,0,0,1,0.737164066,0.145669581,0.121574965,0.049584956,0.279952033,0.015622023,10.75271926,0.089350352,0.02152381,0.242272811
1866,54,127,Winter,HH,66,4.189654742,1.18,0.165514438,0,1,0,0,0.165514438,0.165514438,0,0,1,0.165514438,0.147914585,0.090222278,0.046640859,0.421125644,0.020840225,10.91089788,0.103522408,0.021336421,0.299425562
1867,83,208,Fall,HH,202,5.308267697,1.49,0.39877612,0,1,0,0,0.39877612,0.39877612,0,0,1,0.39877612,0.127057732,0.200834686,0.107628101,0.145984905,0.043726467,10.45607873,0.098153547,0.057222695,0.233426918
1868,68,353,Summer,HH,458,6.126869184,1.49,0.39877612,1,1,0,0,0.39877612,0.39877612,0,0,1,0.39877612,0.130970406,0.181417756,0.220991053,0.159721511,0.305255707,10.1883657,0.108476376,0.098212706,0.34005229
1869,54,24,Winter,HH,140,4.941642423,2.05,0.717839793,0,1,0,0,0.717839793,0.717839793,0,0,1,0.717839793,0.147914585,0.090222278,0.046640859,0.421125644,0.020840225,10.91089788,0.103522408,0.021336421,0.299425562
1870,64,38,Summer,HH,31,3.433987204,2.29,0.828551818,0,1,0,0,0.828551818,0.828551818,0,0,1,0.828551818,0.148404104,0.141992021,0.070034198,0.16082131,0.043620725,10.60581744,0.135339885,0.038713642,0.265272875
1871,102,113,Fall,HH,396,5.981414211,1.69,0.524728529,0,1,0,0,0.524728529,0.524728529,0,0,1,0.524728529,0.14694592,0.216626232,0.172158585,0.120657539,0.114071326,10.49385422,0.13893104,0.068706795,0.285636477
1872,64,184,Spring,HH,1347,7.205635176,1.01,0.009950331,1,1,0,0,0.009950331,0.009950331,0,0,1,0.009950331,0.148404104,0.141992021,0.070034198,0.16082131,0.043620725,10.60581744,0.135339885,0.038713642,0.265272875
1873,121,252,Summer,HH,1632,7.397561536,0.99,-0.010050336,1,1,0,0,-0.010050336,-0.010050336,0,0,1,-0.010050336,0.131251097,0.16358133,0.039173539,0.35061287,0.023876247,10.94992897,0.091693756,0.016704036,0.252030319
1874,28,93,Summer,HH,100,4.605170186,1.29,0.254642218,1,1,0,0,0.254642218,0.254642218,0,0,1,0.254642218,0.128879537,0.213308785,0.055935473,0.233162564,0.054855275,10.79853422,0.103665655,0.035497431,0.233601718
1875,40,320,Fall,HH,193,5.262690189,1.69,0.524728529,1,1,0,0,0.524728529,0.524728529,0,0,1,0.524728529,0.133684648,0.1818518,0.044053067,0.072128605,0.046329569,10.55025042,0.126812989,0.055184805,0.266478451
1876,88,58,Fall,HH,808,6.694562059,1.24,0.21511138,0,1,0,0,0.21511138,0.21511138,0,0,1,0.21511138,0.136417189,0.160414212,0.142928009,0.15163275,0.049690509,10.54980515,0.13516767,0.037482806,0.273775439
1877,50,75,Winter,HH,39,3.663561646,1.89,0.636576829,0,1,0,0,0.636576829,0.636576829,0,0,1,0.636576829,0.124420402,0.153357376,0.07092564,0.128764278,0.036434464,10.58930796,0.111798396,0.042153494,0.280109682
1878,84,29,Spring,HH,63,4.143134726,2.49,0.91228271,0,1,0,0,0.91228271,0.91228271,0,0,1,0.91228271,0.164657284,0.122100005,0.02963639,0.188094318,0.013319672,10.76561773,0.161592506,0.024297424,0.231269528
1879,47,137,Spring,HH,155,5.043425117,1.29,0.254642218,1,1,0,0,0.254642218,0.254642218,0,0,1,0.254642218,0.142961682,0.125798297,0.120675891,0.140598651,0.021297382,10.63532646,0.145731588,0.032623559,0.275212381
1880,114,367,Fall,HH,124,4.820281566,1.59,0.463734016,1,1,0,0,0.463734016,0.463734016,0,0,1,0.463734016,0.14681976,0.182173295,0.441169508,0.094424515,0.085277045,10.34794899,0.111967075,0.082858349,0.289701733
1881,97,224,Winter,HH,47,3.850147602,1.75,0.559615788,1,1,0,0,0.559615788,0.559615788,0,0,1,0.559615788,0.168599946,0.142433234,0.233612085,0.178182783,0.08465202,10.48374595,0.139324117,0.063450607,0.26783542
1882,9,247,Summer,HH,160,5.075173815,0.9,-0.105360516,1,1,0,0,-0.105360516,-0.105360516,0,0,1,-0.105360516,0.103503097,0.269119018,0.032618826,0.222172318,0.040127944,10.78715178,0.096830474,0.028060483,0.230005193
1883,56,281,Winter,HH,100,4.605170186,1.09,0.086177696,1,1,0,0,0.086177696,0.086177696,0,0,1,0.086177696,0.131013828,0.192888549,0.041356019,0.237550719,0.031997305,10.83182543,0.105927922,0.027950833,0.228409181
1884,114,208,Fall,HH,257,5.549076085,1.69,0.524728529,0,1,0,0,0.524728529,0.524728529,0,0,1,0.524728529,0.14681976,0.182173295,0.441169508,0.094424515,0.085277045,10.34794899,0.111967075,0.082858349,0.289701733
1885,74,186,Spring,HH,2021,7.611347717,1.55,0.438254931,0,1,0,0,0.438254931,0.438254931,0,0,1,0.438254931,0.093843178,0.307397856,0.041542429,0.07119776,0.14364528,10.48001664,0.090196478,0.06509299,0.25636593
1886,47,38,Summer,HH,82,4.406719247,2.49,0.91228271,0,1,0,0,0.91228271,0.91228271,0,0,1,0.91228271,0.142961682,0.125798297,0.120675891,0.140598651,0.021297382,10.63532646,0.145731588,0.032623559,0.275212381
1887,53,364,Fall,HH,48,3.871201011,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.120839139,0.300278681,0.065722248,0.2703835,0.145362903,10.60000405,0.113686757,0.063319218,0.233270677
1888,32,86,Spring,HH,29,3.36729583,2.69,0.989541194,0,1,0,0,0.989541194,0.989541194,0,0,1,0.989541194,0.099060632,0.254953032,0.031938514,0.198259861,0.071700834,10.67447502,0.080251365,0.037700865,0.265329599
1889,14,15,Winter,HH,63,4.143134726,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.129589372,0.213949275,0.034178744,0.348293024,0.026585899,11.04392933,0.107894294,0.019350496,0.223351772
1890,100,197,Summer,HH,293,5.680172609,1.46,0.378436436,1,1,0,0,0.378436436,0.378436436,0,0,1,0.378436436,0.184360976,0.136995144,0.564086801,0.049550286,0.365650445,10.0365751,0.216354344,0.166714002,0.360772697
1891,74,166,Fall,HH,1689,7.431891917,1.29,0.254642218,0,1,0,0,0.254642218,0.254642218,0,0,1,0.254642218,0.093843178,0.307397856,0.041542429,0.07119776,0.14364528,10.48001664,0.090196478,0.06509299,0.25636593
1892,115,195,Summer,HH,80,4.382026635,1.69,0.524728529,0,1,0,0,0.524728529,0.524728529,0,0,1,0.524728529,0.185493511,0.060280055,0.043971995,0.406312482,0.018763942,10.94748525,0.151332196,0.018897638,0.236840561
1893,107,369,Fall,HH,57,4.043051268,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.119089317,0.261867453,0.025624482,0.273051907,0.042052145,10.82713119,0.094316953,0.027871216,0.216217723
1894,114,389,Spring,HH,140,4.941642423,2.15,0.765467842,0,1,0,0,0.765467842,0.765467842,0,0,1,0.765467842,0.14681976,0.182173295,0.441169508,0.094424515,0.085277045,10.34794899,0.111967075,0.082858349,0.289701733
1895,71,95,Summer,HH,99,4.59511985,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.111723683,0.26807087,0.074828009,0.159588077,0.15343218,10.40483843,0.075013729,0.073374341,0.26706132
1896,121,119,Winter,HH,86,4.454347296,1.61,0.476234179,1,1,0,0,0.476234179,0.476234179,0,0,1,0.476234179,0.131251097,0.16358133,0.039173539,0.35061287,0.023876247,10.94992897,0.091693756,0.016704036,0.252030319
1897,106,261,Fall,HH,819,6.708084084,0.89,-0.116533816,0,1,0,0,-0.116533816,-0.116533816,0,0,1,-0.116533816,0.187403158,0.109887349,0.19058587,0.157939308,0.058229718,10.50684678,0.146638759,0.059091469,0.241658587
1898,47,77,Spring,HH,94,4.543294782,1.99,0.688134639,1,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.142961682,0.125798297,0.120675891,0.140598651,0.021297382,10.63532646,0.145731588,0.032623559,0.275212381
1899,75,187,Spring,HH,115,4.744932128,1.64,0.494696242,0,1,0,0,0.494696242,0.494696242,0,0,1,0.494696242,0.113891113,0.207699493,0.415999466,0.219548453,0.550654721,9.867082871,0.063964709,0.212956582,0.44122065
1900,83,107,Fall,HH,122,4.804021045,1.58,0.457424847,0,1,0,0,0.457424847,0.457424847,0,0,1,0.457424847,0.127057732,0.200834686,0.107628101,0.145984905,0.043726467,10.45607873,0.098153547,0.057222695,0.233426918
1901,76,307,Summer,HH,78,4.356708827,1.29,0.254642218,1,1,0,0,0.254642218,0.254642218,0,0,1,0.254642218,0.141774676,0.149192423,0.425324028,0.087711787,0.347964098,10.1406129,0.144373905,0.133099825,0.317409394
1902,105,48,Summer,HH,82,4.406719247,2.09,0.737164066,0,1,0,0,0.737164066,0.737164066,0,0,1,0.737164066,0.147564877,0.175542126,0.365410594,0.094235589,0.092156656,10.41439317,0.159839527,0.081917027,0.277669286
1903,83,78,Spring,HH,3708,8.218247927,0.89,-0.116533816,0,1,0,0,-0.116533816,-0.116533816,0,0,1,-0.116533816,0.127057732,0.200834686,0.107628101,0.145984905,0.043726467,10.45607873,0.098153547,0.057222695,0.233426918
1904,14,239,Spring,HH,166,5.111987788,1.24,0.21511138,1,1,0,0,0.21511138,0.21511138,0,0,1,0.21511138,0.129589372,0.213949275,0.034178744,0.348293024,0.026585899,11.04392933,0.107894294,0.019350496,0.223351772
1905,109,121,Winter,HH,123,4.812184355,1.58,0.457424847,0,1,0,0,0.457424847,0.457424847,0,0,1,0.457424847,0.147519804,0.151055656,0.060687451,0.476916693,0.030239311,11.23319833,0.114171257,0.023230199,0.231391726
1906,33,390,Spring,HH,113,4.727387819,2.16,0.770108222,0,1,0,0,0.770108222,0.770108222,0,0,1,0.770108222,0.046070917,0.134169965,0.130127179,0.419688004,0.506223517,10.34592726,0.013506356,0.087538074,0.593475533
1907,121,174,Winter,HH,92,4.521788577,1.94,0.662687973,0,1,0,0,0.662687973,0.662687973,0,0,1,0.662687973,0.131251097,0.16358133,0.039173539,0.35061287,0.023876247,10.94992897,0.091693756,0.016704036,0.252030319
1908,50,5,Fall,HH,46,3.828641396,1.79,0.58221562,0,1,0,0,0.58221562,0.58221562,0,0,1,0.58221562,0.124420402,0.153357376,0.07092564,0.128764278,0.036434464,10.58930796,0.111798396,0.042153494,0.280109682
1909,123,145,Summer,HH,64,4.158883083,2.03,0.708035793,0,1,0,0,0.708035793,0.708035793,0,0,1,0.708035793,0.138477591,0.176040942,0.204809699,0.153191489,0.241944444,10.33410045,0.145040289,0.087524312,0.316291161
1910,78,261,Fall,HH,2422,7.792348924,0.79,-0.235722334,1,1,0,0,-0.235722334,-0.235722334,0,0,1,-0.235722334,0.155391168,0.111947994,0.056086079,0.314432275,0.013869969,10.95917494,0.111221204,0.017341756,0.246319072
1911,124,204,Summer,HH,393,5.973809612,1.39,0.329303747,1,1,0,0,0.329303747,0.329303747,0,0,1,0.329303747,0.153264605,0.119625811,0.572355861,0.261875835,0.292719615,10.25895677,0.12494986,0.133861426,0.409321575
1912,89,311,Fall,HH,1055,6.961296046,1.04,0.039220713,0,1,0,0,0.039220713,0.039220713,0,0,1,0.039220713,0.152115498,0.205811359,0.353053696,0.053349435,0.284282634,10.30811898,0.158335448,0.109616849,0.307044054
1913,28,341,Spring,HH,573,6.350885717,1.01,0.009950331,0,1,0,0,0.009950331,0.009950331,0,0,1,0.009950331,0.128879537,0.213308785,0.055935473,0.233162564,0.054855275,10.79853422,0.103665655,0.035497431,0.233601718
1914,81,179,Winter,HH,150,5.010635294,1.49,0.39877612,1,1,0,0,0.39877612,0.39877612,0,0,1,0.39877612,0.116792163,0.181118938,0.073961623,0.234201612,0.033180662,10.71993585,0.088337065,0.031450382,0.275213259
1915,88,70,Winter,HH,1696,7.436027816,0.99,-0.010050336,1,1,0,0,-0.010050336,-0.010050336,0,0,1,-0.010050336,0.136417189,0.160414212,0.142928009,0.15163275,0.049690509,10.54980515,0.13516767,0.037482806,0.273775439
1916,77,130,Spring,HH,592,6.383506635,1.58,0.457424847,0,1,0,0,0.457424847,0.457424847,0,0,1,0.457424847,0.174716756,0.10110045,0.073507887,0.376871097,0.016867843,10.98312087,0.118093174,0.025692617,0.230663978
1917,114,130,Spring,HH,1527,7.331060305,1.39,0.329303747,1,1,0,0,0.329303747,0.329303747,0,0,1,0.329303747,0.14681976,0.182173295,0.441169508,0.094424515,0.085277045,10.34794899,0.111967075,0.082858349,0.289701733
1918,86,309,Summer,HH,72,4.276666119,1.29,0.254642218,1,1,0,0,0.254642218,0.254642218,0,0,1,0.254642218,0.141758513,0.138756374,0.427866425,0.096763919,0.353421218,10.08897077,0.118656482,0.15266297,0.384547713
1919,122,207,Fall,HH,166,5.111987788,1.49,0.39877612,0,1,0,0,0.39877612,0.39877612,0,0,1,0.39877612,0.16735739,0.061953911,0.078372885,0.255889066,0.019283122,10.77505285,0.125831821,0.018980641,0.269524042
1920,2,103,Fall,HH,251,5.525452939,1.39,0.329303747,1,1,0,0,0.329303747,0.329303747,0,0,1,0.329303747,0.117508576,0.232864734,0.114279949,0.248934934,0.124602894,10.55320518,0.103953406,0.0619594,0.297620974
1921,101,13,Winter,HH,253,5.533389489,1.89,0.636576829,0,1,0,0,0.636576829,0.636576829,0,0,1,0.636576829,0.116924935,0.225035218,0.087422017,0.174741859,0.061029945,10.65993812,0.096042271,0.038226458,0.255044273
1922,70,319,Fall,HH,78,4.356708827,1.69,0.524728529,0,1,0,0,0.524728529,0.524728529,0,0,1,0.524728529,0.143345982,0.190235804,0.162860821,0.165669605,0.081125525,10.41235125,0.110542664,0.087977343,0.26475788
1923,72,333,Winter,HH,16,2.772588722,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.105576311,0.283727688,0.04593884,0.268724553,0.067621465,10.71219307,0.101522843,0.040246555,0.226300197
1924,77,368,Fall,HH,47,3.850147602,1.79,0.58221562,0,1,0,0,0.58221562,0.58221562,0,0,1,0.58221562,0.174716756,0.10110045,0.073507887,0.376871097,0.016867843,10.98312087,0.118093174,0.025692617,0.230663978
1925,9,50,Fall,HH,15,2.708050201,2.09,0.737164066,1,1,0,0,0.737164066,0.737164066,0,0,1,0.737164066,0.103503097,0.269119018,0.032618826,0.222172318,0.040127944,10.78715178,0.096830474,0.028060483,0.230005193
1926,77,22,Winter,HH,60,4.094344562,1.85,0.615185639,0,1,0,0,0.615185639,0.615185639,0,0,1,0.615185639,0.174716756,0.10110045,0.073507887,0.376871097,0.016867843,10.98312087,0.118093174,0.025692617,0.230663978
1927,97,173,Winter,HH,26,3.258096538,2.09,0.737164066,0,1,0,0,0.737164066,0.737164066,0,0,1,0.737164066,0.168599946,0.142433234,0.233612085,0.178182783,0.08465202,10.48374595,0.139324117,0.063450607,0.26783542
1928,109,137,Spring,HH,142,4.955827058,1.29,0.254642218,1,1,0,0,0.254642218,0.254642218,0,0,1,0.254642218,0.147519804,0.151055656,0.060687451,0.476916693,0.030239311,11.23319833,0.114171257,0.023230199,0.231391726
1929,40,51,Fall,HH,467,6.146329258,1.85,0.615185639,1,1,0,0,0.615185639,0.615185639,0,0,1,0.615185639,0.133684648,0.1818518,0.044053067,0.072128605,0.046329569,10.55025042,0.126812989,0.055184805,0.266478451
1930,131,387,Winter,HH,50,3.912023005,2.15,0.765467842,0,1,0,0,0.765467842,0.765467842,0,0,1,0.765467842,0.124252223,0.17065481,0.074656427,0.2713958,0.037446985,10.79353697,0.090100341,0.027004656,0.274067522
1931,91,139,Spring,HH,84,4.430816799,1.89,0.636576829,0,1,0,0,0.636576829,0.636576829,0,0,1,0.636576829,0.11623504,0.255730611,0.024680506,0.144310113,0.07217735,10.53844932,0.108284634,0.051916796,0.260433649
1932,128,352,Summer,HH,22,3.091042453,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.138208506,0.157485189,0.355911221,0.211896894,0.34014789,10.15342882,0.100043497,0.113527621,0.397690129
1933,52,282,Winter,HH,186,5.225746674,1.69,0.524728529,1,1,0,0,0.524728529,0.524728529,0,0,1,0.524728529,0.13660619,0.152241195,0.084898613,0.372927296,0.014899713,11.05101698,0.101976511,0.019197708,0.245364813
1934,2,252,Summer,HH,900,6.802394763,0.99,-0.010050336,1,1,0,0,-0.010050336,-0.010050336,0,0,1,-0.010050336,0.117508576,0.232864734,0.114279949,0.248934934,0.124602894,10.55320518,0.103953406,0.0619594,0.297620974
1935,132,334,Winter,HH,133,4.890349128,1.51,0.412109651,1,1,0,0,0.412109651,0.412109651,0,0,1,0.412109651,0.146748237,0.139617348,0.273974204,0.264528441,0.032773961,10.61915425,0.129984231,0.041450777,0.25541913
1936,45,199,Summer,HH,35,3.555348061,1.79,0.58221562,0,1,0,0,0.58221562,0.58221562,0,0,1,0.58221562,0.146718762,0.128857348,0.087233873,0.280150164,0.020232372,10.74537796,0.083717204,0.022827393,0.2516
1937,122,93,Summer,HH,295,5.686975356,1,0,0,1,0,0,0,0,0,0,1,0,0.16735739,0.061953911,0.078372885,0.255889066,0.019283122,10.77505285,0.125831821,0.018980641,0.269524042
1938,126,21,Winter,HH,83,4.418840608,1.19,0.173953307,1,1,0,0,0.173953307,0.173953307,0,0,1,0.173953307,0.160059877,0.107002273,0.045018573,0.413222417,0.023449553,10.9808762,0.113699475,0.01373033,0.262072942
1939,83,237,Spring,HH,113,4.727387819,1.59,0.463734016,1,1,0,0,0.463734016,0.463734016,0,0,1,0.463734016,0.127057732,0.200834686,0.107628101,0.145984905,0.043726467,10.45607873,0.098153547,0.057222695,0.233426918
1940,93,152,Summer,HH,142,4.955827058,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.112512768,0.142390194,0.347395301,0.363016383,0.238512583,10.36719012,0.072001002,0.078126956,0.451428571
1941,59,331,Winter,HH,40,3.688879454,1.69,0.524728529,0,1,0,0,0.524728529,0.524728529,0,0,1,0.524728529,0.172145374,0.110818913,0.024246568,0.233036093,0.031318168,10.7150398,0.140676118,0.038323726,0.213364348
1942,74,274,Winter,HH,19,2.944438979,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.093843178,0.307397856,0.041542429,0.07119776,0.14364528,10.48001664,0.090196478,0.06509299,0.25636593
1943,56,321,Fall,HH,46,3.828641396,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.131013828,0.192888549,0.041356019,0.237550719,0.031997305,10.83182543,0.105927922,0.027950833,0.228409181
1944,132,185,Spring,HH,208,5.33753808,1.65,0.500775288,0,1,0,0,0.500775288,0.500775288,0,0,1,0.500775288,0.146748237,0.139617348,0.273974204,0.264528441,0.032773961,10.61915425,0.129984231,0.041450777,0.25541913
1945,93,270,Fall,HH,53,3.970291914,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.112512768,0.142390194,0.347395301,0.363016383,0.238512583,10.36719012,0.072001002,0.078126956,0.451428571
1946,123,107,Fall,HH,163,5.093750201,1.59,0.463734016,1,1,0,0,0.463734016,0.463734016,0,0,1,0.463734016,0.138477591,0.176040942,0.204809699,0.153191489,0.241944444,10.33410045,0.145040289,0.087524312,0.316291161
1947,53,69,Winter,HH,38,3.63758616,2.69,0.989541194,0,1,0,0,0.989541194,0.989541194,0,0,1,0.989541194,0.120839139,0.300278681,0.065722248,0.2703835,0.145362903,10.60000405,0.113686757,0.063319218,0.233270677
1948,117,156,Fall,HH,45,3.80666249,1.99,0.688134639,0,1,0,0,0.688134639,0.688134639,0,0,1,0.688134639,0.139093717,0.110102729,0.049851894,0.249083542,0.018772197,10.76096203,0.106357795,0.018599932,0.262193178
1949,5,249,Summer,HH,284,5.648974238,1.33,0.285178942,1,1,0,0,0.285178942,0.285178942,0,0,1,0.285178942,0.141433483,0.117368032,0.053875277,0.32122573,0.025569503,10.92237097,0.103091585,0.025104603,0.26458527
1950,75,118,Winter,HH,412,6.021023349,1.58,0.457424847,0,1,0,0,0.457424847,0.457424847,0,0,1,0.457424847,0.113891113,0.207699493,0.415999466,0.219548453,0.550654721,9.867082871,0.063964709,0.212956582,0.44122065
1951,68,354,Summer,HH,146,4.983606622,1.92,0.652325186,0,1,0,0,0.652325186,0.652325186,0,0,1,0.652325186,0.130970406,0.181417756,0.220991053,0.159721511,0.305255707,10.1883657,0.108476376,0.098212706,0.34005229
1952,132,45,Summer,HH,95,4.553876892,2.29,0.828551818,0,1,0,0,0.828551818,0.828551818,0,0,1,0.828551818,0.146748237,0.139617348,0.273974204,0.264528441,0.032773961,10.61915425,0.129984231,0.041450777,0.25541913
1953,8,379,Winter,HH,2796,7.935945103,0.99,-0.010050336,1,1,0,0,-0.010050336,-0.010050336,0,0,1,-0.010050336,0.123155416,0.252394035,0.035243328,0.095173274,0.075112724,10.59700966,0.131749698,0.05135254,0.250372149
1954,116,96,Summer,HH,246,5.505331536,1.59,0.463734016,0,1,0,0,0.463734016,0.463734016,0,0,1,0.463734016,0.139877224,0.18817339,0.033137058,0.259224748,0.060981912,10.69711335,0.117657192,0.036188179,0.248022555
1955,67,372,Fall,HH,55,4.007333185,1.97,0.678033543,0,1,0,0,0.678033543,0.678033543,0,0,1,0.678033543,0.118820051,0.210272984,0.050539779,0.284394654,0.045029137,10.79695991,0.101871469,0.034080876,0.252884133
1956,86,65,Winter,HH,114,4.736198448,2.19,0.783901544,0,1,0,0,0.783901544,0.783901544,0,0,1,0.783901544,0.141758513,0.138756374,0.427866425,0.096763919,0.353421218,10.08897077,0.118656482,0.15266297,0.384547713
